State_Name,City,"Round(AVG(Mean),1)","Round(AVG(Median),1)"
Pennsylvania,Altoona,44474.1,31669.4
California,Chowchilla,44473.7,34038.3
"New York","Mount Morris",44458.7,35899.7
Kentucky,Campbellsburg,44458,42008
Kentucky,Eastern,44457,28141
California,Palermo,44454,38540
Tennessee,Dyersburg,44446,28110
"New York",Buffalo,44445.6,67380.7
Illinois,Galva,44440,36875
Idaho,Hansen,44428,35270
Virginia,Radford,44424,36664.5
Georgia,Buchanan,44422,32566
California,"El Centro",44411.5,33107.5
Pennsylvania,Rochester,44406.5,31434
Nebraska,Emerson,44405,34164
Tennessee,Kodak,44401,30610
"South Carolina",Liberty,44399,41746
Ohio,Wapakoneta,44396,35943
Illinois,"Blue Island",44384.2,99595.5
Missouri,Gerald,44367,34873
Kentucky,Bardwell,44366,33560.3
Arkansas,"El Dorado",44354.5,38055.8
Florida,"South Daytona",44354,37519.5
Ohio,"Van Wert",44350.5,42006.5
"North Carolina",Dudley,44346.5,34909
Ohio,Sandusky,44344,35562.8
Wisconsin,Antigo,44335.5,34516.5
Tennessee,Mosheim,44335,38053
Pennsylvania,Middleburg,44325,38039
Iowa,Washington,44321,32708
Virginia,"Cape Charles",44315,33295
Colorado,Creede,44307,31143
Oklahoma,Stilwell,44305,37032.7
"North Carolina",Jefferson,44299.5,35650
Wisconsin,Laona,44299,30879
"District of Columbia","Oxon Hill",44296,31516
Texas,Pineland,44290,26690.5
Ohio,Hamden,44282,37619
Arizona,Eloy,44278,33071.5
"West Virginia",Union,44265,27797
Indiana,Brazil,44255.5,35804.8
Tennessee,Parrottsville,44254,37357
California,"Fort Bragg",44250.3,200000
Georgia,Zebulon,44248,39586
Texas,Frost,44245,31544
Georgia,Columbia,44237,28263
Iowa,Mediapolis,44233,32949
Connecticut,Willimantic,44232,28728
Illinois,Mattoon,44221.8,34533.5
Texas,Linden,44203,35124
"West Virginia",Omar,44201,24068
Tennessee,Memphis,44200.5,42254
Pennsylvania,Warren,44189.5,163752.8
"New Hampshire",Littleton,44188,21085
Nevada,Goldfield,44188,38864
Virginia,Onley,44182.5,33723.5
Indiana,Seymour,44165,35998.5
"West Virginia",Burnsville,44153,31213
Kentucky,Lawrenceburg,44149,39298
Idaho,Burley,44136,174924.5
"West Virginia",Diana,44136,35150
Arkansas,Caraway,44134,34026
Georgia,Vienna,44128,31803
Florida,"Silver Springs",44126,38617
Alabama,Wedowee,44124,40935
Ohio,"Garfield Heights",44115.7,39158.7
"New Mexico",Zuni,44114,36914
Georgia,Swainsboro,44110,27485
Michigan,"Howard City",44110,35812
Virginia,Penhook,44107,28507
Pennsylvania,Farmington,44099,300000
Iowa,Lamoni,44099,36559
Tennessee,Cookeville,44098,38579.7
Louisiana,Chataignier,44094,29963
"South Carolina",Mcbee,44088,33055
Minnesota,Northome,44085,31753
Maryland,Easton,44077,33853
Missouri,"New London",44076,43393
"North Carolina","Southern Pines",44070,29124
Kentucky,Russellville,44050.3,38491.3
Oklahoma,Commerce,44050,35624
Michigan,"Big Rapids",44033,31234
Wisconsin,"Rice Lake",44014.5,169791.5
Missouri,Maysville,44011,25348.5
Florida,Margate,44010.5,103748
Arkansas,"Mountain Home",43999.3,120287.7
Alabama,Shorter,43995,35431
"West Virginia",Wharton,43989,170121.5
Kentucky,Leitchfield,43982,35993
Alabama,Guin,43975.5,27071.5
Arkansas,Donaldson,43972.5,34085.5
Virginia,Swoope,43972,36676
"New Mexico",Belen,43970,33773.2
Vermont,"South Royalton",43967,24086
Missouri,Lincoln,43958,35553
"North Carolina",Vale,43957,35233
"West Virginia",Whitesville,43955,19441
Arkansas,"Fort Smith",43954.6,34863.1
Ohio,Salem,43932,32064.3
"New Mexico",Socorro,43930.5,170618.5
Georgia,Baldwin,43920.5,37584
Oklahoma,Hulbert,43918.3,35183
Minnesota,Naytahwaush,43917,178566.5
Georgia,Riverdale,43907,34717.4
Oregon,"Falls City",43901,41089
Oklahoma,Muskogee,43887.7,36879.5
Oregon,Mcminnville,43882.3,33164.7
Tennessee,Dunlap,43877,28424
Kansas,Larned,43873,36192.5
Georgia,Forsyth,43869,36887
Ohio,Zanesville,43846.5,32069.5
California,"Red Bluff",43838.3,30329
Nebraska,"Mc Cook",43838,38825
Texas,Westhoff,43834,24050
Texas,Waco,43830.5,67087.6
Utah,Price,43821,32624
Pennsylvania,Duncansville,43819,30371
Pennsylvania,Wilkinsburg,43818,30773.2
Alabama,Saraland,43803,300000
Minnesota,Stewartville,43795,18919
"New Jersey",Lakewood,43782,30126
Minnesota,"Pine River",43777,31140
Alabama,Maplesville,43767,30427
Maine,Unity,43767,31015
California,Oakdale,43765,32817
Illinois,Carbondale,43757.5,29142.5
Colorado,Bethune,43753,40224
Tennessee,Humboldt,43746,46533
Arizona,Wellton,43742,169137
Texas,Edinburg,43737.5,33979.2
Nevada,Pahrump,43733.5,37617
Alabama,"Garden City",43726,28444
"North Carolina",Gaston,43725,36190
Texas,"White Settlement",43725,51961
Tennessee,Athens,43723.5,32686
Indiana,Hymera,43715,34361
Florida,"Bowling Green",43710,37219
Illinois,Roseville,43707,38087
Wisconsin,Ashland,43699,31905
Tennessee,Butler,43699,28480
Oklahoma,Watts,43686.5,28154
Michigan,Elsie,43686,132962.7
Utah,Ephraim,43671,31284
Texas,Kingsville,43667.3,31832
Georgia,Hiawassee,43665,34008
Florida,Sebring,43663.2,30461
Tennessee,Gadsden,43660,31132
Arkansas,"Forrest City",43640,28738.5
Mississippi,Beaumont,43639,28580
Michigan,Durand,43638,38387
Idaho,"Priest River",43627,38003
Texas,Larue,43620,42814
Iowa,Murray,43619.5,169562
"South Dakota",Mclaughlin,43615,35953
Wisconsin,Winter,43607.5,35766
Michigan,"West Branch",43606.7,33234.3
Pennsylvania,Hazleton,43600,34278.2
Missouri,"New Madrid",43590,28055.5
Indiana,Ramsey,43586,30547
Wisconsin,Tomahawk,43574,38070
Washington,Cheney,43573.5,30197.5
Missouri,Alton,43568,39394
Mississippi,Inverness,43542.5,22440.5
"New York",Keeseville,43523,29368
"New Jersey",Wildwood,43521,27754
Minnesota,Westbrook,43514,35054
"North Carolina",Pinetown,43509.2,34386
Missouri,Chaffee,43507,39259
Florida,Belleview,43499.5,30235.5
Nevada,Dyer,43486,39489
Ohio,Bowerston,43479,36069
Pennsylvania,Upland,43473,23986
Alaska,Mekoryuk,43471,24491
"North Carolina",Henderson,43470,30810.2
Tennessee,"Maury City",43468,31217
Kentucky,Cadiz,43462,30186
Oklahoma,Calvin,43457,22719
Texas,Roby,43446,38074
Missouri,"Pilot Grove",43441,36993
Michigan,Marshall,43426,35616
Michigan,Bronson,43419,37767
Kentucky,Earlington,43414,36920
Colorado,Saguache,43408.5,31779.5
Nebraska,Beatrice,43404.7,125282.7
Texas,Como,43397,33635
Missouri,Auxvasse,43391,32128
Missouri,Marshall,43382.7,31970.7
Ohio,Orwell,43382,35321
Louisiana,"White Castle",43379,27005
Pennsylvania,"Port Royal",43379,36900
Ohio,Lesage,43377,38969
"New York",Rushford,43376,37648
Florida,Dover,43373,27902
Texas,Texarkana,43367.7,80256.2
Mississippi,Carthage,43367,34290
Michigan,"Harbor Beach",43363,35685
Illinois,Robbins,43357,32649
Tennessee,Luxora,43356,28979
Kentucky,Columbia,43349,35910
"South Carolina",Blair,43347,29863
Illinois,"River Grove",43345,300000
Ohio,Manchester,43335,29504
Virginia,"South Boston",43334,37689
Iowa,"Lake City",43333,26716.5
"North Carolina","Mount Olive",43328,35149
Georgia,Metter,43320.5,34954
Texas,Dawson,43315,34211
Oklahoma,Sapulpa,43294.5,36811
Michigan,Leroy,43294,33492
Arkansas,Hardy,43294,32640
Kentucky,Middlesboro,43293,27345.5
"North Carolina",Cherokee,43293,26041
Tennessee,Harrogate,43281,36043
Georgia,Baxley,43261.5,32205.8
Texas,"Wolfe City",43257,28375
Pennsylvania,Tioga,43250,34887
Texas,Bryan,43242,70012.3
Kentucky,Centertown,43242,32262
Florida,"North Lauderdale",43230.6,35825
Alabama,Eufaula,43222,26304
Arkansas,Hector,43222,36733
Tennessee,Camden,43209,29107
Tennessee,Allardt,43209,37144
"North Carolina",Hamlet,43203,39450
Ohio,Coshocton,43199,32028.7
"New York",Bath,43193.5,37300.5
Pennsylvania,Flinton,43191.5,30371.5
Kentucky,Belfry,43191,43290
"North Carolina",Jackson,43187,34664.5
"North Carolina",Hollister,43180,24251
Oregon,Canyonville,43172,38025
"South Carolina",Lamar,43162.5,32834.5
Hawaii,Keaau,43161,26403
"South Carolina",Rembert,43147,44728
Florida,"Port Richey",43140.2,86727.2
Maine,Bangor,43136.7,30286.7
Oklahoma,Dewar,43127,37510.5
Michigan,Evart,43118,31360
Missouri,Brunswick,43113,35616.5
"West Virginia",Rowlesburg,43112,28845
Iowa,Coralville,43107,37277.3
Texas,"Hughes Springs",43106,34614.5
Illinois,"Clay City",43105,32787
Utah,Junction,43102,34305
Louisiana,Harvey,43093.3,30648.3
Colorado,Florence,43093,36749
Minnesota,"Thief River Falls",43090,36531
Texas,"San Augustine",43086,28041
Pennsylvania,Renovo,43078,34256
"West Virginia",Smoot,43075,26862
Michigan,Buchanan,43074,35318
Kansas,Hanover,43071,300000
Florida,Zephyrhills,43069.3,34439
Oregon,Riddle,43068.5,37742
"West Virginia","Birch River",43067,38804
Texas,Webster,43063,32372
Tennessee,Morristown,43042,33138
Illinois,Harrisburg,43034.5,33856
Florida,"Crescent City",43027,35998.5
Mississippi,Webb,43026,29988
Louisiana,"Greenwell Springs",43016,35476
California,"Thousand Palms",43007,31615
Tennessee,"Jefferson City",43005,28042
Iowa,Massena,43003,28759
Arizona,Somerton,42998,36083
Tennessee,Monterey,42991,30526
Arkansas,Kirby,42990,35864
Nevada,Hawthorne,42980.5,38017.5
Nebraska,"Nebraska City",42972,24058
Oklahoma,Ada,42968,34875.3
Indiana,Larwill,42963,37091
Florida,Hialeah,42962.5,32107.2
Alabama,Leeds,42947,32289
Florida,Okeechobee,42946,34171.5
"South Carolina",Hemingway,42944.5,30974.5
Mississippi,Leakesville,42943.5,34421
"North Carolina","Saint Pauls",42936,33628
Michigan,Stanton,42932,35486
Texas,Cactus,42932,42025
Ohio,Middletown,42924.1,33542
Michigan,"Mackinaw City",42913,34103
Minnesota,Hutchinson,42912,31014
Texas,Grandfalls,42910,36495
"West Virginia",Sistersville,42906,34067
California,Shafter,42904,34958
Colorado,Trinidad,42887,34058
Louisiana,Batchelor,42879,32747
Nebraska,Elgin,42877,41648
Arkansas,Timbo,42872,31287
Indiana,Lexington,42868,45120
"New Mexico","Santa Rosa",42842,30011
"North Carolina",Roxboro,42841,35943
Virginia,Emporia,42839.5,34995
Ohio,Niles,42824,35621
Illinois,Creston,42823,26084
Tennessee,Clinton,42820,30409
Georgia,Cairo,42815.5,35595.5
Ohio,Youngstown,42814.6,77428.1
Kansas,"St. John",42810.5,43291.5
California,Lennox,42805,33393.5
Georgia,"Forest Park",42804,31298
Michigan,Calumet,42804,36578.3
Oklahoma,Duncan,42795,35540
Georgia,Eatonton,42792.5,32858.5
Tennessee,Loretto,42790,32511
"North Carolina",Clyde,42789,27391
Tennessee,Jackson,42781.8,37818.8
"West Virginia",Craigsville,42776,43704
Virginia,Skipwith,42772,35829
Georgia,Lakeland,42770,28707
Pennsylvania,Philipsburg,42769,28704
Mississippi,Houston,42764,29509
Mississippi,Collins,42760,33623
California,Hoopa,42756,25831
Mississippi,Sardis,42753,35766
Mississippi,Gulfport,42748.3,33135
Pennsylvania,Philadephia,42745,36633
Arkansas,Pocahontas,42741.5,39682.5
"North Carolina","Spring Lake",42733.3,31682.7
Florida,"Fort Pierce",42724.7,33675
Kansas,Westphalia,42724,34035
Missouri,"Mountain Grove",42720.3,30284
Texas,Cleburne,42717.3,32642
Texas,Coldspring,42705,28556
Georgia,Adrian,42704,40253
Alabama,"Midland City",42703,33772
Illinois,Macomb,42702,30484
Minnesota,"Mountain Lake",42701.5,34735
"North Carolina","Four Oaks",42696,35158
Illinois,Litchfield,42683,32150
Michigan,Linwood,42682,36515
Ohio,"West Portsmouth",42669.5,32980.5
Louisiana,"Bridge City",42668,31080
Kentucky,Shelbyville,42666,34330.5
Texas,Uvalde,42644.6,29336.8
Florida,"Hallandale Beach",42638,31237.3
Mississippi,Byhalia,42638,28529
California,"North Highlands",42629.5,32332.5
"North Carolina",Ronda,42629,21509
Missouri,Edwards,42610,39925
Ohio,Orrville,42602,36036
Montana,Opheim,42600,300000
"South Carolina",Spartanburg,42595.3,33947
Illinois,"Dallas City",42585,30729
Arkansas,Rector,42550,32402
Tennessee,"White Pine",42538,36958
Indiana,Rosedale,42532,32345
Arkansas,"Lake City",42530,36630
Ohio,Newcomerstown,42512,35170
Iowa,Anthon,42507,36536
Minnesota,Warroad,42499,300000
"South Dakota",Leola,42499,300000
"New York",Mohawk,42490,36297
California,Hollywood,42480,29047
Missouri,Broseley,42475,37984
Pennsylvania,"Wilkes Barre",42471.1,32690.3
Missouri,Hornersville,42465,300000
Kansas,Iola,42460.5,101488.2
Missouri,Williamsville,42439,32399.5
Iowa,Pomeroy,42422,41914
Texas,Laredo,42403.5,65110.7
Mississippi,"Moss Point",42403.3,121388.7
Connecticut,Hartford,42389.7,35360.1
Idaho,Kamiah,42374,29443
Texas,Mcallen,42365.5,32585.3
Michigan,Ypsilanti,42342.3,58266.5
"Puerto Rico",Canovanas,42324,33308.8
"North Dakota",Selfridge,42318,43023
"New York","Port Leyden",42318,30454
Georgia,Reidsville,42310,300000
Missouri,Bunker,42308,19797
Michigan,"Lake City",42285,34604
Kentucky,Edmonton,42275,32415.5
Mississippi,Amory,42272.7,117338.3
Mississippi,Lumberton,42271,29027
Texas,Malakoff,42266,33095
Michigan,Hale,42260,31532
Georgia,Jesup,42246,32380
"South Carolina",Piedmont,42231.5,34373
Maryland,Cumberland,42230.8,98708.8
Mississippi,Tishomingo,42219,41635
Missouri,Huntsville,42209,36806
Oklahoma,Lawton,42194.6,56810.8
Ohio,"La Rue",42186,33365
California,Coachella,42170.5,31197
Kentucky,Greenville,42151.2,36492.5
Colorado,Alamosa,42143,25060.5
Georgia,"Garden City",42143,32258
Washington,"Oak Harbor",42141.8,34498.2
Mississippi,Eupora,42141,32329
Missouri,"New Cambria",42139,32951
Arkansas,Camden,42135.8,28880.4
Nebraska,Butte,42126,37007
Michigan,Lincoln,42117,35559
Pennsylvania,Lansford,42109,36385
Arkansas,London,42109,32904
Michigan,Newberry,42108,32733
Illinois,"Calumet City",42102.8,87400.2
California,Corning,42098.5,164193
Arkansas,Wheatley,42091.5,36308.5
Alabama,Moulton,42079,28180
Georgia,Menlo,42077,33758
Texas,Maud,42067,28279
Missouri,Bosworth,42059,32839
Georgia,Adel,42055.3,27821.7
"North Carolina",Windsor,42053,40101
Michigan,"Sault Sainte Marie",42050.5,31741
"North Carolina",Canton,42048,34316
"South Carolina","Galivants Ferry",42046,300000
Florida,"Key Biscayne",42044,37670
Michigan,Lansing,42040.3,50029.9
Washington,Bridgeport,42039,36927
Virginia,Cana,42033,29035
"New York",Hammond,42022,35271
Michigan,Watersmeet,42021,33386
"Rhode Island",Woonsocket,41990.2,29099.8
"South Dakota",Yankton,41985.3,38142.3
Kentucky,Winchester,41976.2,32261.8
Georgia,Moultrie,41967.7,32658
Maine,Warren,41967,29942
Ohio,Lockland,41962,34113
Pennsylvania,"Mill Creek",41961,28024
Wisconsin,"New London",41957,41942
"North Carolina",Willard,41941,32739
"South Carolina",Mullins,41929.5,93845.5
Tennessee,Spencer,41919,31768
Georgia,Macon,41917.6,46370.9
Texas,Silsbee,41915.5,31628
Kansas,Clyde,41911,27841
Missouri,Senath,41909,28822
Texas,Hempstead,41907,28597
Missouri,Hamilton,41897,35580
Maine,"North Anson",41880,38020
Illinois,Sumner,41874,32240
Connecticut,"New Britain",41869.2,63490.5
"North Carolina",Hays,41869,25396
Iowa,Winterset,41863,33483
"North Carolina","Sandy Ridge",41855,34304
Missouri,"Sugar Creek",41855,36322
Oklahoma,Carney,41840,31990
Arkansas,Harrisburg,41826,30291.5
Montana,Worden,41808,31269
Texas,Ennis,41806,29348.5
Wisconsin,Neopit,41804,27912
Kansas,Partridge,41802,37406
"West Virginia",Romney,41802,35026
Michigan,"White Cloud",41791,31849
Tennessee,Tazewell,41786,33278
Mississippi,Vardaman,41786,28737
Texas,"San Benito",41756.3,28718.7
Texas,"San Saba",41756,29321
Georgia,Dexter,41749,31689
Michigan,Ecorse,41746,21167
Texas,"El Campo",41746,34301
Texas,Fresno,41738,36107
California,Clearlake,41732,27038
Pennsylvania,Darlington,41729,300000
Oregon,"Mill City",41720,32715
"North Carolina",Winnabow,41702,36652
Texas,"Elysian Fields",41697,31547
Florida,"Lake Butler",41693,34224
Kentucky,Monticello,41682,34064
Florida,"Atlantic Beach",41673,33570
Indiana,Bruceville,41661,26894
Illinois,Vienna,41659,29082
Arizona,Temp,41648,27728
Minnesota,Clinton,41634,30370
Ohio,Geneva,41633.5,28753
Wisconsin,Thorp,41633,40826
"North Carolina",Teachey,41633,37649
Arkansas,Mena,41625,35775
Virginia,Pulaski,41621,40012
Minnesota,"Walnut Grove",41616,30249
"North Carolina",Kinston,41615,87261
Kentucky,"Junction City",41613.5,33276
California,Mcfarland,41606,34551
Iowa,Wayland,41586,36708
Arkansas,Bauxite,41559,36227
Michigan,Owosso,41553,32995.7
Missouri,"Pierce City",41551.5,36520
California,"Borrego Springs",41547,31028
Kentucky,Virgie,41545,34284
Kentucky,Staffordsville,41542,40292
Tennessee,Hohenwald,41536,30281.3
Florida,"North Miami",41535.6,108188.7
"North Carolina",Raeford,41525,35590
Idaho,Caldwell,41521,33771.5
"North Carolina","Haw River",41517,30092
Michigan,Alba,41510,36521
Louisiana,Tallulah,41481,32059
Missouri,"Queen City",41479.5,38536
Georgia,Millen,41475.7,115043.3
Oklahoma,Eufaula,41470,30671
Oregon,"Rogue River",41468,32741
Maine,Dexter,41468,36865
California,Holtville,41460,18600
Tennessee,Whitwell,41450.5,29364
Nebraska,Crete,41442,31143
Tennessee,Surgoinsville,41439,31607
Tennessee,Elizabethton,41428.8,33802.5
Ohio,Sardinia,41417,31120
"South Carolina","Heath Springs",41406.5,24739
Iowa,Melcher,41405,33724
"North Carolina","Siler City",41391,34113
Maine,"Van Buren",41387,30510
Texas,Pecos,41379.2,32252.2
Illinois,Galena,41378,29504
Alabama,Montgmomery,41365,38246.5
"North Carolina",Yadkinville,41362.5,29775.5
Florida,Wildwood,41352,33151
Wisconsin,Stanley,41351,31574
Alabama,Fyffe,41338,40569
Kentucky,Viper,41337,26704.5
Montana,Harrison,41334,30579
Mississippi,Kilmichael,41328,32688
Missouri,Centerville,41313,34332
Indiana,Charlestown,41306,26503
"New Mexico",Clayton,41295,35108
Pennsylvania,"New Kensington",41293,21553
Idaho,Kellogg,41268,24963
Maine,Skowhegan,41241,30077
Illinois,"Mount Sterling",41238,32625
"New Mexico",Lordsburg,41236,31426
Maine,"Livermore Falls",41220,31926
Tennessee,Rutledge,41215,32510.3
Arkansas,Jonesboro,41214.5,38266.7
Maryland,Charlestown,41206,33196
Iowa,Osceola,41203,29940.5
Kansas,Winfield,41202,25808
Washington,"Royal City",41194,31143
Arkansas,Stuttgart,41185.3,32920
Missouri,Aurora,41173,38141
"North Carolina",Aurora,41171,300000
Tennessee,"Lake City",41162,27452
California,Lynwood,41161.4,35141.8
Maine,Wilton,41150,37471
Nebraska,Fairmont,41150,40146
Florida,"Lauderdale Lakes",41149,33803
"North Carolina","Old Fort",41146,28854
"North Dakota","Minot Afb",41145,38518
Illinois,Fairfield,41137.5,37313.5
Texas,Omaha,41137.5,32778.5
"New Mexico",Isleta,41120,31977
Wisconsin,"Two Rivers",41109,34085
Georgia,Eastman,41101.5,32603.8
Kentucky,Adairville,41098,32184
Texas,"Mt Enterprise",41090.5,31002
Florida,Doral,41084.7,70826.2
Arkansas,"Heber Springs",41075,19272
Missouri,Alma,41073,39350
Missouri,"Grant City",41072,52271
"South Carolina",Chesterfield,41062,27035
Oklahoma,Sallisaw,41056,33081.5
Illinois,Metropolis,41045,28657
Texas,Cotulla,41040,32848
Kentucky,Perryville,41039,32484
"South Carolina",Estill,41035,28154.5
Texas,Pharr,41031,31762.2
Kansas,Chase,41026,34605
"North Carolina",Lilesville,41026,41694
Missouri,Rueter,41019,36521
Vermont,Johnson,41003,32897
Pennsylvania,"Homer City",41001,51842
Texas,Athens,40995,34315
Michigan,Bath,40993,35944
Iowa,Dallas,40988,31334
Illinois,Pana,40987.7,36932.7
Texas,Rockport,40974,22137.7
Florida,Jennings,40970.5,31937.5
Mississippi,Robinsonville,40968,34512
Tennessee,Linden,40967,30416
Mississippi,Waveland,40955.5,35780.5
Alaska,Huslia,40950,29945
"North Carolina","La Grange",40949,27831.5
Michigan,Grayling,40939,33594.5
Tennessee,Michie,40935,29450
Missouri,Princeton,40928,33494
"South Carolina",Mayesville,40909,31162
"North Carolina",Peachland,40904,33105
Arizona,Kayenta,40895,30296
Texas,"Ft Hood",40894,37095
Arkansas,Augusta,40892,33536
Florida,"Holly Hill",40889,30377
"North Carolina","Connelly Springs",40881,35715
"South Carolina",Orangeburg,40879.5,28009
Louisiana,Avondale,40873,29898
Arizona,"Bullhead City",40866.6,33088
Ohio,Whitehall,40859.5,38637.8
Kansas,Greeley,40857,32865
Illinois,Danville,40855.3,32315.3
Texas,"Colorado City",40835,40125
Pennsylvania,Reynoldsville,40831,32291
Pennsylvania,Darby,40831,33344
Tennessee,Gleason,40819,27930
"West Virginia",Richwood,40801,33120
Georgia,Americus,40788.4,25832.2
Indiana,Gary,40771,32052.2
"North Carolina",Columbia,40750,33998.5
Kentucky,"South Shore",40742,28291
"New Hampshire",Plymouth,40741,30731
"South Carolina",Elloree,40717,34339
Texas,Canutillo,40704,29772
"North Carolina",Clarkton,40700.5,39386.5
Iowa,Fremont,40687,29299
Alabama,Luverne,40683,28886
"South Carolina",Latta,40683,32804.5
Virginia,Buckingham,40681,30912
"North Carolina",Shelby,40679.3,31680
Missouri,"Pleasant Hope",40679,22232
"New York",Auburn,40677,38083.7
"South Dakota",Marion,40660,44757
Alabama,Jemison,40648,33316
Colorado,Ovid,40647,25713
Kansas,Pittsburg,40639,34907
Mississippi,Glen,40630,31267
Arkansas,Sparkman,40619,28204.5
"West Virginia",Ripley,40617,25007
California,Canby,40613,33481
Florida,Thonotosassa,40613,27426
Mississippi,"Bay Springs",40609,28545
Arkansas,Russellville,40605.7,35313.7
"North Carolina","Pilot Mountain",40605,28167
"North Carolina",Polkton,40595,29696
"South Carolina",Newberry,40593,119722.7
