State_Name,City,"Round(AVG(Mean),1)","Round(AVG(Median),1)"
"New York",Morrisville,63058,56003
Texas,Mason,63041,46503
Michigan,Britton,63037,56007
Florida,"Key West",63035.2,45395.8
"North Dakota",Bismarck,63028.2,89057
Texas,Stafford,63005,56852
California,Atwater,63003.5,104306.2
Minnesota,"South Saint Paul",63002.7,57470
"New York",Fredonia,62993,49507.5
Oregon,Reedsport,62988,57956
"New York",Verona,62987,56105
"New York",Warrensburg,62984,53682
Indiana,Shoals,62983,54570
Florida,Oviedo,62982.3,51703.3
Wyoming,Cheyenne,62977,120491.4
Nebraska,Genoa,62967,46849
Louisiana,Covington,62965,38315
Illinois,Champaign,62963.2,92168.3
Illinois,Jerseyville,62956,48640
Colorado,"Fort Morgan",62953.8,109244
Pennsylvania,Wyoming,62953,49977
Iowa,Tama,62950,63671
Louisiana,Sorrento,62940,50618
Illinois,Aurora,62934.9,107149.3
Nevada,"Las Vegas",62934.3,86190.2
Georgia,Fairburn,62930.5,53160
Nebraska,"Rock Port",62930,40591
Kansas,Edwardsville,62925,55909
Illinois,"Green Valley",62918,56279
Delaware,Felton,62899,55728
Missouri,Lansing,62894,300000
Florida,"Dania Beach",62894,53684
"South Carolina",Inman,62887.5,178305.5
"New York",Westfield,62887,46298
Georgia,Norcross,62884.9,57619.7
Delaware,Frankford,62883,50875
Michigan,Ionia,62883,64252
Mississippi,Raymond,62882,50951
Alabama,Athens,62876.8,51163.2
Arkansas,Sheridan,62871,51698.5
Iowa,Sidney,62871,58388
Texas,"Little Elm",62843,42947
Pennsylvania,Greencastle,62842,60498
Massachusetts,Harwich,62842,47832.7
"New York",Troy,62836.8,50592.4
"South Carolina","Goose Creek",62827.5,140739.5
Kentucky,Livermore,62821,47070
Oklahoma,Amber,62814,48740
Tennessee,Bradyville,62811,59417
Indiana,Elizabeth,62809.5,175309.5
Arkansas,Jessieville,62805,50487
Virginia,Huddleston,62798,60344
"New Jersey","N Bergen",62796,48121
Oregon,"Junction City",62790,59795
"New Mexico","El Prado",62790,49592
Minnesota,Duluth,62789.2,50648.4
Washington,Garfield,62770,57792
"New York",Rome,62765.5,53830.2
"South Dakota",White,62762,64641
Kansas,Hugoton,62759,64033
Indiana,Rensselaer,62755,49319
Oklahoma,Weatherford,62752,60304
Arkansas,Greenbrier,62748.5,52164
Illinois,Atwood,62747,57207
"New Jersey","E Newark",62746,48694
Arizona,"Rio Rico",62745,44272
"South Carolina",Clover,62743.3,53350.3
Texas,West,62743,53703.5
Illinois,Normal,62741,50714.2
Illinois,"Granite City",62740.2,58774.8
Illinois,Shabbona,62737,53396
Arizona,Tolleson,62737,63854
Iowa,"Morning Sun",62736,47936
"West Virginia",Shadyside,62734.5,172565.5
Virginia,Thaxton,62734,53952
Alaska,Egegik,62733,50708
"New Mexico","Los Lunas",62719.5,117371.2
Michigan,Scottville,62717,51294
Georgia,Moreland,62715,52763
Oklahoma,Dewey,62711,44486
Massachusetts,Cheshire,62695,53122
Minnesota,Morris,62685.5,49075
Missouri,Columbia,62679.4,66662
Alabama,"Union Grove",62677,51925
Indiana,"North Webster",62677,45701
Tennessee,Jonesborough,62676.5,53516
Kentucky,Elizabethtown,62674.7,134006.3
Louisiana,"New Roads",62667,55130
Connecticut,Derby,62666,54239
"New York",Corning,62665.3,47694.3
"New York",Moravia,62657,52715
Texas,"Grand Saline",62652,49351
Pennsylvania,Bentleyville,62646.3,51514.7
Nebraska,Bridgeport,62633,58035
Louisiana,Slidell,62623.4,46541
California,Taft,62623,63526.5
Minnesota,"Lake Crystal",62601,52717
Indiana,Warsaw,62591.4,108319
Texas,Winters,62588,43522
Indiana,Merrillville,62578,217651
Wisconsin,Elmwood,62575,49922
Pennsylvania,"New Holland",62574,52727
Minnesota,Barnesville,62567,55585.5
California,Mcarthur,62566,43080
Virginia,Richmond,62566,74915
Alaska,Kaktovik,62545,45810
Virginia,Sussex,62540,300000
Pennsylvania,Monaca,62537.5,50520
Michigan,"Garden City",62535.5,120293.5
Mississippi,"Pass Christian",62529.5,48307
"New York","Caroga Lake",62519,41994
Pennsylvania,"Willow Hill",62519,50184
Utah,Payson,62508.3,59955.3
"South Dakota",Presho,62507,300000
"New York",Edinburg,62493,51715
Maryland,Delmar,62490.5,54772.5
Iowa,Gowrie,62490,50014
"New Jersey","Joint Base Mdl",62484,54618
Pennsylvania,Christiana,62475,50377
Indiana,Noblesville,62471.2,52403.2
"New York",Windsor,62465,59393
"New York",Truxton,62457,50509
Tennessee,Drummonds,62457,50976
Indiana,"West Lafayette",62453.3,49690.3
Kansas,Burlingame,62449,62756
Idaho,Blackfoot,62447,131174.3
Louisiana,"Golden Meadow",62445,54929
Virginia,"Church Road",62441,56792
Minnesota,Marshall,62428.7,53807
Illinois,Joy,62419,58877
Illinois,"Rock Island",62418.3,90261.8
Iowa,Bernard,62414,55109
"New Jersey","Cape May",62408,52540
Texas,"New Summerfield",62407,45345
Indiana,Straughn,62402.5,47279
Utah,Logan,62399,88825
Utah,Monticello,62398,54007
Texas,Thorndale,62391,50974
Indiana,"West Lebanon",62372,131249
Texas,Wellman,62368,43119
Utah,"Pleasant Grove",62362,54592
Wisconsin,Cashton,62362,58778
Arkansas,"Little Rock",62356,61708.2
Texas,Sinton,62356,60406.5
"New Mexico",Lovington,62354.5,51982
Tennessee,Cottontown,62353,49526
Florida,"Merritt Island",62352.2,53612.2
Pennsylvania,"Centre Hall",62349.5,49110
Idaho,"New Plymouth",62338.5,49251.5
Texas,Jacksboro,62335,41616
Illinois,"Mason City",62334.5,49867
California,Azusa,62324.4,99367.2
"New York",Watertown,62319.2,52021.5
Illinois,Robinson,62318.5,52296.5
Texas,Plainview,62313.8,48216.2
California,Gardena,62308.9,82591.9
California,"San Miguel",62308,49204
"South Carolina","Fountain Inn",62308,49983
Oregon,Lyle,62301,300000
Nebraska,Chambers,62300,50013
Oklahoma,Velma,62293,48147
Massachusetts,Gloucester,62287.8,105025.2
Oklahoma,Eldorado,62287,48002
Texas,Crosby,62286.7,133047.7
"West Virginia","Berkeley Springs",62284,40677
"New York","Hoosick Falls",62271,61843
Arkansas,Springdale,62270.7,49615
Wisconsin,Kenosha,62266.1,131545.8
Washington,Blaine,62266,45430
California,"Sun City",62263,52644
Connecticut,Torrington,62263,56080.2
"South Dakota",Brookings,62258.7,49725
"West Virginia",Belmont,62243,43709
California,Colfax,62241,48972
Wisconsin,"Brown Deer",62219.5,173975
Alabama,Irondale,62219,44282
Wisconsin,"Hazel Green",62208,56996
Michigan,Hastings,62203.3,54846.7
"North Dakota",Fargo,62195.2,109873.5
Oregon,Redmond,62181.3,50891.7
Texas,"Lake Worth",62181,48528
"New York",Mayville,62176.5,54625
Illinois,Bartonville,62173,53138
"New York","Spring Valley",62169.4,53353.2
Wyoming,Harrison,62164,300000
Texas,Brock,62156.5,190184
Iowa,Odebolt,62156,50565
Wisconsin,Lancaster,62150,43355
Pennsylvania,Athens,62150,49479.5
Arkansas,Dewitt,62145,37402
Louisiana,"River Ridge",62139,50707
Missouri,"St Robert",62137,55110
Arkansas,Magazine,62133,42437
Idaho,Shelley,62132,300000
Wisconsin,Darien,62129,56224
Illinois,Atlanta,62126,58023
Illinois,Lostant,62123,57333
Montana,Whitefish,62123,46963.5
Michigan,Midland,62101,84731
Texas,Granger,62101,45305
Illinois,Galatia,62091,300000
Washington,Buckley,62091,51587.5
Ohio,"Parma Heights",62088,52471
Michigan,Monroe,62084.4,106643
Ohio,Versailles,62081,47513
California,Galt,62077,52014.3
Pennsylvania,Berlin,62072,48417
Arkansas,Hermitage,62069,43176
Michigan,"Grand Rapids",62063.3,81931.4
"South Carolina",Mcclellanville,62050,42744
California,Atascadero,62049,50174
Kansas,Leavenworth,62033.7,124689
California,"Apple Valley",62031.4,148026
Oregon,Gladstone,62031,55936
Virginia,Amherst,62027,52156
Ohio,Millbury,62016,46559
Illinois,"Mount Pulaski",62016,54381
Pennsylvania,Muncy,62014,53506.5
Wisconsin,Haugen,62008,50872
Utah,Ferron,62003.5,170576.5
Virginia,Fishersville,62003,43125
Louisiana,Springfield,62001,51240
Ohio,"West Elkton",61984,59142
Virginia,Heathsville,61972,53859
Vermont,"East Dover",61968,46704
"South Dakota",Howard,61950,44988
Pennsylvania,Fairfield,61948,53239
Wisconsin,Minocqua,61942.5,180127
California,Kelseyville,61941,55303
Oregon,Turner,61933.7,54063.3
"New York",Madrid,61931.5,48491.5
Illinois,Northlake,61924,52037
Ohio,Edison,61924,53653
Ohio,"North Jackson",61907.5,52065.5
Tennessee,Adamsville,61902.3,128953.3
Alabama,Baileyton,61900,65528
Mississippi,Purvis,61899,53073
"New Jersey","Egg Harbor",61898,40199
Montana,"Big Timber",61894,50294
Wisconsin,Sturtevant,61889,172652.5
"New York","Port Henry",61887,140448
Louisiana,"St. Bernard",61876,54857
California,Seaside,61873.5,49378.2
Pennsylvania,Sunbury,61870.5,107709.5
California,Sonora,61861.5,47533.5
Louisiana,Lacassine,61847,48543
Tennessee,Greenbrier,61846.7,48088.7
Wisconsin,Janesville,61841.1,131844.4
Oklahoma,Claremore,61837,56168.5
Iowa,Allison,61836,51596
Florida,Auburndale,61832.8,110284.2
Louisiana,Alexandria,61826.4,70764.3
Michigan,"Clinton Township",61823.4,53961.9
Montana,Forsyth,61823,45435
California,Pomona,61822.2,73233.6
Wisconsin,Luck,61821,48398
Illinois,"Gibson City",61813,41650
"New York",Lima,61810,53030
Texas,"Del Rio",61804.3,44168.3
California,"Baldwin Park",61803.7,135612.5
Indiana,Huntingburg,61801,56993
Oregon,Vancouver,61800,50174
Missouri,Gladstone,61786.6,198288.2
Florida,Clearwater,61774.2,47896
Oregon,Cornelius,61767,53317
"South Dakota",Salem,61756,50777
Pennsylvania,"New Milford",61754.5,50431
Alabama,Satsuma,61743,52544.5
Maine,Richmond,61740,300000
Kentucky,"Ryland Heights",61740,56489
Illinois,Minier,61738,51078
Nebraska,Ralston,61734,50530
Illinois,Sheridan,61734,55750
California,Guerneville,61728,42655
Arizona,Wikieup,61726,46076
"New York",Nunda,61726,50083
California,"Los Angeles",61724.6,73435.8
Missouri,Republic,61720,50016
Michigan,Ravenna,61716,48599
Arizona,Florence,61713,53580
Vermont,Randolph,61701,51185
Wisconsin,"Solon Springs",61689,53276
Ohio,Shreve,61686,58453
"North Dakota",Garrison,61663,47733.5
Louisiana,"Port Allen",61655,44543
Illinois,Mendota,61655,47792
"New Jersey",Turnersville,61646,38768
Florida,Weirsdale,61645,53065
Texas,Frankston,61645,300000
California,"La Quinta",61644,48166.5
Ohio,"New Haven",61640,58142
Minnesota,Nevis,61636,48339
Iowa,Bellevue,61624,47674
Massachusetts,Weymouth,61623,48057.7
Pennsylvania,Reamstown,61622,300000
Vermont,Middlebury,61620,55313
Nebraska,Schuyler,61619.5,52107.5
"South Carolina",Elgin,61619,54400
Missouri,Potosi,61616,43161
"West Virginia","New Cumberland",61612,43790
Illinois,Kewanee,61602,48132.5
Ohio,"North College Hill",61600,38149
Nebraska,Kilgore,61600,300000
Tennessee,Corryton,61600,58233.5
Michigan,Allendale,61596.7,54368.3
Iowa,Osage,61584,55391
Kansas,"El Dorado",61583,37767
California,Calimesa,61578,45346
"New York",Inwood,61577,48669
Iowa,Reinbeck,61575,54257
Tennessee,Knoxville,61573.3,62480
Minnesota,"Moose Lake",61569.5,55934.5
Pennsylvania,Tamaqua,61562.7,120975
Massachusetts,Greenfield,61561,50154
Minnesota,"Cannon Falls",61554,48295
Kansas,Burlington,61551,48952.7
Illinois,Stronghurst,61543,53055
Indiana,Jasper,61539,51787.5
Indiana,"Wolf Lake",61530,52112
Pennsylvania,Monongahela,61526,44474
Kentucky,"Morning View",61517,54966
"North Carolina",Stoneville,61516,51275.5
"South Dakota",Frankfort,61509,48010
"New Jersey",Pleasantville,61508.5,172651.5
Oregon,"Central Point",61501.7,50929.7
California,Yucaipa,61501,93050
Illinois,Sterling,61500,165025.5
Illinois,Maroa,61498,49204
Virginia,Gloucester,61493.3,138759.3
Florida,Mascotte,61493,58811
"New Mexico",Navajo,61493,50922
Kansas,"Clay Center",61484.5,47547
Illinois,Oregon,61484,49085
Michigan,Belleville,61483.7,44810.7
Pennsylvania,Columbia,61482,51135
Missouri,Carrollton,61468,52149
Ohio,Bergholz,61463,71351
Ohio,Winesburg,61457,55477
Ohio,Columbiana,61452.7,126657.7
Texas,Fredericksburg,61451,54437
Alabama,Pelham,61447,300000
Ohio,Delta,61444.5,52372.5
"New York",Liberty,61443,52198
Michigan,"New Lothrop",61437,50857
Indiana,Cloverdale,61432.5,44488.5
Florida,Miami,61431.6,70615.5
Kansas,Richmond,61431.5,55205
Missouri,"Hawk Point",61431,55203
Wyoming,Worland,61427,300000
Maine,Dover-foxcroft,61406,41300
"New York",Tonawanda,61399.4,146482
Tennessee,Taft,61398,50751
Utah,Kearns,61397.3,53738.3
"New York",Eldred,61393,45537
Texas,Windthorst,61391,53638
"South Carolina",Saluda,61386.5,44236.5
Ohio,Franklin,61379.5,52345
"New Mexico",Logan,61371,300000
Montana,"Wolf Point",61370,48829
Iowa,"Sioux City",61365.5,139370.1
Vermont,Brattleboro,61363,52686
Tennessee,"Mt Pleasant",61356,52797
Florida,"North Port",61354,61041
Washington,Mccleary,61339.5,49489
Indiana,Swayzee,61338.3,131824.7
Texas,Stratford,61336,48079
Pennsylvania,Waterford,61335.5,53515.5
Wisconsin,Wautoma,61333,53549
Louisiana,Coushatta,61331,52004.7
"North Dakota","Des Lacs",61329.5,61227
Montana,Glasgow,61329,50485
"New Jersey","Asbury Park",61325.5,101498
Illinois,Clifton,61320,55011
Texas,Wortham,61316,39775
Virginia,Narrows,61316,45071
Arkansas,Maumelle,61304,49463
Tennessee,Manchester,61302.5,50472.5
Florida,"Fort Lauderdale",61297.5,61552
Texas,Brenham,61282,61686
Nebraska,Milford,61275,49452
Oklahoma,Crescent,61274,40585
Ohio,"New Boston",61273,49227
Pennsylvania,Carlisle,61271.2,52853
"New York",Cobleskill,61267,107356.8
Ohio,Copley,61265,48678
Pennsylvania,Lancaster,61255.6,132565.3
Louisiana,Estherwood,61237,45219
Texas,Roxton,61234,55831
"New York",Elba,61227,51062
Utah,Orem,61226.5,107523.5
Oklahoma,Cheyenne,61225,45581
Texas,Navasota,61225,57352
Georgia,Doraville,61219,167418.5
Michigan,Rudyard,61215,51361
Louisiana,Sulphur,61212.6,43936.8
Ohio,Ridgeway,61201,55098
Kansas,Towanda,61200,49583
Florida,Debary,61198,178277
Tennessee,"Bluff City",61196.5,49946.5
Texas,"San Antonio",61195.1,76895.4
Maryland,"Church Creek",61193,52439
Texas,Brady,61191.5,47513.5
"New York",Davenport,61178,50593
Illinois,Paris,61169.3,52604.3
Oregon,Aurora,61163,50359
California,Emeryville,61154,300000
Kansas,Buhler,61154,53208
California,Cottonwood,61149.3,53097.7
"New York",Dundee,61139.5,50668
Texas,"Denver City",61124,50497
Alabama,Tuscaloosa,61115.9,70280.1
Iowa,"Iowa Falls",61110,48608
Indiana,Allendale,61109,51831
"West Virginia",Maysville,61104,300000
Massachusetts,Revere,61097.6,98103.4
Missouri,Linn,61090,50608
Michigan,"Auburn Hills",61089.3,50015.3
"New York",Gilbertsville,61087,38816
Nebraska,Pleasanton,61082.5,55807
"North Carolina",Faith,61082,46058.5
Tennessee,Nashville,61078,86660.6
"South Carolina",Duncan,61059.5,48905
"New York","Le Roy",61057,49007.5
"North Carolina",Garner,61040,136778.3
Illinois,Nauvoo,61032,44712
"North Carolina",Albemarle,61027.7,51923
"New York",Munnsville,61026,47774
Nevada,Sparks,61020,112890.2
Pennsylvania,Clarion,61018,300000
"West Virginia",Dallas,61004,53045
"North Dakota","Grand Forks",60990.6,118544.6
Ohio,"Rock Creek",60989,53995
Iowa,"Des Moines",60984,74831
Washington,Morton,60981,46393
Florida,"Mount Dora",60954.5,48295.5
Virginia,Abingdon,60952.5,47182.5
Louisiana,"Forest Hill",60947,43382
"West Virginia",Follansbee,60946,300000
Illinois,Petersburg,60940,54607
Arkansas,England,60938,47062
Indiana,"Fort Wayne",60936.6,78880.4
Pennsylvania,Stoneboro,60927.5,49450.5
Ohio,Attica,60927,60774
Texas,"Red Rock",60919,56613
Iowa,Garwin,60913,49921
Georgia,Grantville,60912,47733
Ohio,Nashville,60909,300000
Oklahoma,Helena,60909,54118
Iowa,Dyersville,60906,57137
Texas,"Port Lavaca",60903,42036
Missouri,Jackson,60898,50185
Georgia,"Ft Benning",60883.5,52960
Pennsylvania,Greensburg,60879.2,98843.2
Texas,Humble,60879,111415.8
Tennessee,Antioch,60873.2,45683.5
"North Dakota",Buxton,60871.5,52257.5
Indiana,Hobart,60868.5,58455
"South Dakota","Box Elder",60863,54241.5
Illinois,Edinburg,60855,57067
Ohio,Wheelersburg,60851.5,45805
Kentucky,Payneville,60841,48532
Texas,"West Columbia",60840,47821
Maine,Bath,60838,45930
Missouri,Bernie,60836,51092
"South Carolina",Santee,60835,49081
Pennsylvania,"Schuylkill Haven",60827,51372.5
Idaho,"St. Anthony",60823,55567
Nebraska,"West Point",60822,53073
"New York",Prattsburgh,60811,48562
Tennessee,Andersonville,60811,44104
Iowa,"Iowa City",60804.5,84464.8
Pennsylvania,Ridgway,60796,56278
"North Carolina",Wentworth,60793.3,136456
"New Jersey",Passaic,60790.6,83688.4
Kansas,Colby,60790.5,50292.5
Utah,Grantsville,60777,55922
Utah,Springville,60757.5,53948.5
Texas,Terrell,60756,49382
Idaho,Firth,60753,54833
Nebraska,"Grand Island",60752.8,50381.5
Wisconsin,Reedsburg,60746,60424
Ohio,"New Washington",60743.7,133347
"South Carolina",Hanahan,60741,50940
Virginia,Harrisonburg,60739.2,97178.8
"North Carolina",Vass,60718,44016
"New Mexico",Alamogordo,60712.4,98873.2
California,Susanville,60707,59703
Iowa,Fayette,60697.5,44909.5
Virginia,Woodstock,60696.5,51051
Virginia,Carson,60693,49267
Wisconsin,Washburn,60664,49548
Oklahoma,Canton,60658,51256
Ohio,Lucasville,60655,39521
Tennessee,Benton,60651,43653
Illinois,Rossville,60651,49341
Wisconsin,"Lake Mills",60649,53854
Indiana,Goshen,60647.3,135387.7
Pennsylvania,Bessemer,60646,51899
"New Jersey","Bound Brook",60641,49362
Idaho,Kimberly,60638,52098.5
Kentucky,Russell,60636,49118
Maryland,"North East",60631,62287
Pennsylvania,Canonsburg,60630.5,48354.5
Illinois,"Elk Grove Village",60629.3,51429.3
Kansas,"Scott City",60629,176108.5
Oklahoma,Fanshawe,60629,44713
"New Jersey","South Amboy",60629,300000
Maine,Etna,60628,52664
"South Carolina","Myrtle Beach",60626.2,47438.5
Kansas,Halstead,60626,54893
Delaware,Dover,60621,143407.6
"New York","Tioga Center",60617.5,54615.5
California,Antioch,60612.5,87696
Alabama,"New Market",60610.5,55878.5
Minnesota,Bemidji,60607.2,55046.5
Kansas,Gardner,60605,300000
Maine,Belfast,60604,46992
Iowa,Wyoming,60598,48815
Indiana,Pendleton,60596.7,142904
Pennsylvania,Tyrone,60596,300000
Iowa,Ames,60589.8,55986
Pennsylvania,Sidman,60586.5,41258.5
Montana,Belgrade,60583,60389
"South Dakota",Buffalo,60573,51050
Ohio,Leetonia,60562,49988
Kansas,Douglass,60546,52358
Nebraska,Omaha,60543.8,83962.8
"West Virginia",Metz,60542,49245
Iowa,Gladbrook,60541,58914
Kansas,"La Crosse",60532,45872
Oklahoma,Seminole,60532,48484
Missouri,"Pleasant Valley",60530,38871
California,Ceres,60523.5,53734
Virginia,"Colonial Heights",60522,50689.3
Iowa,Ruthven,60514,49173
Ohio,Fayetteville,60503.5,48996.5
Minnesota,Alden,60491,51018
Indiana,Jeffersonville,60490.2,152614
Ohio,Brookville,60486.5,52728
Utah,Randolph,60479,56544
Illinois,Freeport,60474.8,96537.2
Illinois,Forrest,60470,51388
Mississippi,"Olive Branch",60468.5,173968
Wisconsin,"New Auburn",60463,51964
Louisiana,"St. Martinville",60457.5,44596
"North Carolina",Asheville,60457.1,95030.6
Kentucky,Midway,60456,53851
Maine,Levant,60455,52825
"North Dakota",Jamestown,60445,47129.5
Iowa,Manning,60442,46013
Louisiana,Cloutierville,60442,49273
Ohio,Hopedale,60438,50189
Michigan,Sunfield,60436.5,55254.5
Kentucky,Raceland,60434,52729
Tennessee,Henderson,60433,41738
Ohio,Andover,60430.5,172956
Kentucky,Frankfort,60424.5,52375.3
Kansas,Kanopolis,60413,52513
Iowa,Tipton,60411,55849
Pennsylvania,Bridgeville,60410,50601
Illinois,Manlius,60400,48103
Oregon,Winchester,60398,37272
California,Cazadero,60396.5,46289.5
Pennsylvania,"Moon Township",60396,47686
Indiana,Elnora,60390,48311
Michigan,"Spring Lake",60389,48657
Florida,"Fort Myers Beach",60384.5,47127.5
Illinois,Nachusa,60384,53831
"North Carolina",Broadway,60384,52298
Minnesota,Richfield,60378,52214.2
Ohio,Sharpsville,60374,56286
"New York",Pavilion,60369,60754
Oregon,Seaside,60366,131810.3
California,Ontario,60365.7,71871.7
Illinois,Worden,60363,53656
Ohio,"Sugar Grove",60359,50903
Washington,"Moses Lake",60356.8,118683.2
Missouri,"Bowling Green",60353.5,46292
Minnesota,"Spring Valley",60344,53482
California,"Moreno Valley",60341.6,83446.4
Louisiana,"Bossier City",60339.5,168520.2
Michigan,Lapeer,60339.3,50457.3
Texas,Splendora,60337,51569
Michigan,"Central Lake",60334.5,49470.5
"West Virginia",Martinsburg,60329.2,93205
Oklahoma,Marietta,60329,49637
Alabama,Foley,60328.5,179392
Alabama,Dadeville,60328,51685
"West Virginia",Morgantown,60325.8,47468.5
Florida,Greenacres,60321.3,90843.2
Utah,Fillmore,60321,51723
California,Sanger,60319.3,40172.7
Wisconsin,Lomira,60318.5,52213.5
"North Carolina",Cherryville,60311.5,49797
Minnesota,Wabasso,60306,44925
Georgia,Jasper,60303,50930
Ohio,Reynoldsburg,60301.8,102368.6
Oregon,"Gold Beach",60299,300000
Indiana,Knox,60292,52730
Wisconsin,Nekoosa,60291.5,50714.5
Pennsylvania,Essington,60285.5,47470.5
"South Carolina",Graniteville,60284,57306
Pennsylvania,Blairsville,60279,300000
Texas,Carthage,60276,48397
Washington,Ashford,60258,51069
Michigan,Hopkins,60258,51430
Indiana,Mishawaka,60252.4,52253
"North Carolina","Hope Mills",60238,53709.5
Florida,"Port St Lucie",60236.4,79784.7
Ohio,"Walnut Creek",60236,300000
Maine,Randolph,60236,46976
Pennsylvania,Stroudsburg,60235,53251
"New York",Plattekill,60234.5,43274.5
Wisconsin,Boyceville,60231,55264
Missouri,Mexico,60229,56905
Ohio,"Rio Grande",60223,46929
Pennsylvania,Littlestown,60223,55186
Kansas,Lawrence,60211,47516.1
"North Carolina",Thomasville,60183,52535.5
Mississippi,Ridgeland,60175,172191
Iowa,Grinnell,60173.5,169611.5
Washington,"Medical Lake",60172,39118
Illinois,Ewing,60169,36200
Texas,"White Oak",60169,51430
Wisconsin,Phillips,60164,52374
Minnesota,"Long Prairie",60158,54217
Texas,Lancaster,60147.3,50876
Wisconsin,Ripon,60145.3,129310.7
Florida,Macclenny,60142,43196
Indiana,Lagrange,60139.6,99121.2
Kansas,Humboldt,60138,54692
"New Hampshire",Laconia,60130,47512.7
Missouri,Joplin,60121.8,73971
Ohio,"Grove City",60118.6,55180.7
Virginia,Waynesboro,60117.7,57352.7
Wisconsin,Sheboygan,60107.8,49341.7
Florida,"Pompano Beach",60104.2,46169.8
"New Jersey","Pine Hill",60102,45786
Minnesota,Moorhead,60101.8,49048.8
Illinois,Pontiac,60099,51962
Virginia,"Stuarts Draft",60092.5,53895
Pennsylvania,Meadville,60088.3,127493
Missouri,Belton,60077,52299
Florida,"Oakland Park",60076.6,45617.4
Michigan,"Berrien Springs",60076,56489
Michigan,Kalkaska,60070,48342
Georgia,Carrollton,60065.3,45336.7
Pennsylvania,Collingdale,60061,48998
Oregon,Fairview,60057,40181
"New Jersey",Manchester,60053,46852.5
Florida,Inverness,60052,45902
Florida,Largo,60038.6,62703.7
Wisconsin,Mayville,60038,133842.7
Indiana,Greensburg,60029.7,129440.3
Pennsylvania,Bellefonte,60027.5,50622
"North Carolina","Mill Spring",60027,45843
Iowa,Algona,60021,39470
"North Carolina",Denton,60017.5,49026
Minnesota,Preston,60003,48826
Illinois,Bluford,60001,51688
Pennsylvania,Norristown,59990.3,81226.4
Georgia,Decatur,59983.2,68817.1
Ohio,Butler,59976,56689
Michigan,Blissfield,59975,50484
Minnesota,Litchfield,59974,53037.5
Washington,Selah,59971,42944
Oregon,Tangent,59971,51258.5
Iowa,Centerville,59963,49033.5
"North Carolina",Winterville,59956,62242
Maine,"West Bath",59945,166982
Florida,"North Miami Beach",59943.8,114780.2
Nebraska,York,59942,44001
Illinois,Belvidere,59932.3,50325.3
Missouri,Raytown,59928.8,97730
Michigan,Marlette,59928,44022
Colorado,"La Junta",59915.5,51755.5
Missouri,Easton,59910,53304.5
Nevada,Overton,59909.3,129229
Arkansas,Garfield,59909,49231
Ohio,Willard,59905,300000
Oregon,Halsey,59901,50700
Wisconsin,Ettrick,59897,57245
Nevada,"Carson City",59894,51355.6
Virginia,Vinton,59888,52924.7
Missouri,Greenville,59886,53626
Missouri,Orrick,59873.3,47071.3
Illinois,Medora,59870.3,51187.3
Kentucky,"Ft Campbell",59864.5,45540
"New York","Lake Katrine",59862.7,43024.3
Michigan,Erie,59859,43212
"New Jersey",Clementon,59858,47764
Tennessee,Lebanon,59855.3,120834.7
Missouri,Humphreys,59846,59331
California,"Rio Linda",59844.7,47443
"New Jersey",Elizabeth,59840.8,71749.2
California,"Chino Hills",59836,46521
Oregon,Vernonia,59833,56867
Idaho,"Mountain Home Afb",59826.5,50748
Illinois,Woodland,59813,54836
Kentucky,Rineyville,59812,300000
Texas,Onalaska,59799,48974
Louisiana,"Belle Chasse",59798.5,165624.5
Kansas,Girard,59793,48500
Minnesota,"La Crescent",59791,49364.5
Iowa,Northwood,59788,52606
Illinois,"East Alton",59786,300000
Florida,"Ft. Lauderdale",59781.7,45024.3
Ohio,Southington,59766,49329
Texas,Victoria,59764.2,76369
Iowa,Perry,59763.5,48430
Minnesota,Iron,59761,53548
Indiana,Clinton,59759.5,47864
Ohio,Pitsburg,59755.5,55461
Montana,Kalispell,59749.5,52521
Texas,Lovelady,59747,53097
Idaho,Hazelton,59742,44071
Michigan,Clarksville,59739,54933
Texas,Wharton,59737,48904
Texas,Cumby,59736,47001
Pennsylvania,"Mount Pleasant",59728.3,46597.7
Missouri,Hardin,59728,54415
Ohio,Batavia,59723.2,51310.8
Oregon,"La Grande",59721,51164
Iowa,"Shell Rock",59720,179047
Massachusetts,Roslindale,59719.7,53927
Texas,Winnie,59715,40825
Virginia,"Colonial Beach",59696,46857
Maine,Lamoine,59688,43470
Ohio,Medway,59687,52795.5
Missouri,Desoto,59683,50193.3
Ohio,"Yellow Springs",59670,50158
Tennessee,"White House",59668,50339
Oklahoma,Bristow,59659.3,48019.3
"New York",Plattsburgh,59658.6,98334.6
Florida,Davenport,59656.5,51522
Texas,"New Caney",59656,50466.5
"New York","Mount Vernon",59655.3,47025.1
California,"East Palo Alto",59653,300000
Wisconsin,Oshkosh,59641.8,81239.1
Massachusetts,Worcester,59641.1,94723
Virginia,Luray,59640,46378.5
Texas,Runge,59638,39553
Kansas,Sublette,59625,50338
Indiana,Bloomington,59621.1,67424.8
Georgia,"Sandy Springs",59618,53254
Georgia,Newton,59616,48345
Illinois,Riverton,59611,57789
Wisconsin,Racine,59588.9,87149.6
California,Manteca,59583.5,53947.1
Nebraska,Benkelman,59577,42902
Oklahoma,Anadarko,59573,48251
Michigan,Wyandotte,59568,45522.3
Ohio,Massillon,59565.3,52055.1
Michigan,Pontiac,59548.4,46982.2
"New York",Marathon,59546.5,50536
